producer,nation,local1,local2,local3,local4,varieties1,varieties2,varieties3,varieties4,varieties5,varieties6,type
Tenuta Rubbia al Colle,Italy,Toscana,,,,Cabernet Sauvignon,Merlot,,,,,Red
Tenuta Rubbia al Colle,Italy,Toscana,,,,Sangiovese,,,,,,Red
Tenuta Villa Crespia,Italy,Lombardia,,,,Chardonnay,,,,,,Sparkling
Tenuta Villa Crespia,Italy,Lombardia,,,,Chardonnay,Pinot Noir,,,,,Sparkling
Tenuta Villa Crespia,Italy,Lombardia,,,,Chardonnay,,,,,,Sparkling
Terredora,Italy,Campania,,,,Greco Bianco,,,,,,White
Le Vigne di Eli,Italy,Sicilia,,,,Carricante,,,,,,White
Le Vigne di Eli,Italy,Sicilia,,,,Nerello Mascalese,Nerello Cappuccio,,,,,Red
Clos Marie,France,Southern France,Languedoc Roussillon,Coteaux du Languedoc,,Grenache Blanc,Grenache Gris,Rousaanne,Rolle,Carignan,Muscat,White
Clos Marie,France,Southern France,Languedoc Roussillon,Coteaux du Languedoc,,Grenache,Carignan,Syrah & Shiraz,,,,Red
Clos Marie,France,Southern France,Languedoc Roussillon,Coteaux du Languedoc,,Grenache,Syrah & Shiraz,mourvedre,,,,Red
Frank Family Vineyards,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,Cabernet Franc,Petit Verdot,,,,Red
Quilceda Creek Vintners,USA,Washington State,Columbia Valley,,,Cabernet Sauvignon,,,,,,Red
Domaine dArfeuille,France,Southern France,Languedoc Roussillon,Ctes du Roussillon Villages,,Syrah & Shiraz,Carignan,Grenache,,,,Red
Domaine Alain Voge,France,Rhone,Cornas,,,Syrah & Shiraz,,,,,,Red
Domaine Alain Voge,France,Rhone,Cornas,,,Syrah & Shiraz,,,,,,Red
Domaine Alain Voge,France,Rhone,SaintPeray,,,Marsanne,,,,,,White
Domaine du Pegau,France,Rhone,Cotes du Rhone,,,Grenache,Syrah & Shiraz,mourvedre,Cinsault,,,Red
Domaine du Pegau,France,Rhone,Cotes du Rhone,,,Clairette,Bourboulenc,Grenache Blanc,Ugni​ blanc,,,White
Chateau Le Puy,France,Bordeaux,Bordeaux Cotes de Francs,,,Merlot,Cabernet Sauvignon,Cabernet Franc,Malbec,Carmenere,,Red
Chateau Le Puy,France,Bordeaux,Bordeaux Cotes de Francs,,,Semillon,,,,,,White
Arietta,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,Cabernet Franc,Merlot,Petit Verdot,,,Red
Arietta,USA,California,,,,Sauvignon blanc,Semillon,,,,,White
Arietta,USA,California,Napa County,Napa Valley,,Semillon,Sauvignon blanc,,,,,White
Bacio Divino,USA,California,Napa County,Napa Valley,,Sangiovese,Cabernet Sauvignon,Petite Sirah,Viognier,,,Red
Bond Estates,USA,California,Napa County,Oakville,,Cabernet Sauvignon,,,,,,Red
CaMomi,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,,,,,,Red
Caymus Vineyards,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,,,,,,Red
Caymus Vineyards,USA,California,Napa County,Napa Valley,,Chardonnay,,,,,,White
Caymus Vineyards,USA,California,Napa County,Napa Valley,,Zinfandel,Cabernet Sauvignon,Merlot,Etc,,,Red
Caymus Vineyards,USA,California,Napa County,Napa Valley,,Muscat,Viognier,Semillon,Sauvignon blanc,Chardonnay,,White
Chateau Montelena,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,,,,,,Red
Chateau Montelena,USA,California,Napa County,Napa Valley,,Chardonnay,,,,,,White
Dana Estates,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,Merlot,Petit Verdot,Malbec,Cabernet Franc,,Red
Duckhorn Wine Company,USA,California,Napa County,Napa Valley,,Merlot,Cabernet Sauvignon,Cabernet Franc,Petit Verdot,,,Red
Duckhorn Wine Company,USA,California,Napa County,Napa Valley,,Merlot,Zinfandel,Cabernet Sauvignon,Petite Sirah,Petit Verdot,,Red
Duckhorn Wine Company,USA,California,Sonoma County,,,Cabernet Sauvignon,Merlot,,,,,Red
Duckhorn Wine Company,USA,California,Napa County,Napa Valley,,Merlot,Cabernet Sauvignon,,,,,Red
Diamond Creek Vineyards,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,,,,,,Red
Diamond Creek Vineyards,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,,,,,,Red
Far Niente Winery,USA,California,Napa County,Napa Valley,,Chardonnay,,,,,,White
Far Niente Winery,USA,California,Napa County,Napa Valley,,Semillon,Sauvignon blanc,,,,,White
Joseph Phelps Vineyards,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,Merlot,Petit Verdot,,,,Red
Joseph Phelps Vineyards,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,Merlot,,,,,Red
Joseph Phelps Vineyards,USA,California,Napa County,Napa Valley,,Scheurebe,,,,,,White
Lail Vineyards,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,,,,,,Red
Quintessa,USA,California,Napa County,Rutherford,,Cabernet Sauvignon,Merlot,Carmenere,Petit Verdot,,,Red
Schramsberg,USA,California,Sonoma County,,,Chardonnay,Pinot Noir,,,,,Sparkling
Schramsberg,USA,California,,,,Chardonnay,,,,,,Sparkling
Schramsberg,USA,California,Sonoma County,,,Pinot Noir,Chardonnay,,,,,Sparkling
Screaming Eagle,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,Merlot,Cabernet Franc,,,,Red
Jonata,USA,California,Santa Barbara County,Santa Ynez Valley,,Syrah & Shiraz,Viognier,,,,,Red
Shafer Vineyards,USA,California,Napa County,Napa Valley,,Syrah & Shiraz,Petite Sirah,,,,,Red
Shafer Vineyards,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,Malbec,Petit Verdot,,,,Red
Staglin Family,USA,California,Napa County,Rutherford,,Cabernet Sauvignon,,,,,,Red
Staglin Family,USA,California,Napa County,Rutherford,,Chardonnay,,,,,,White
Stags Leap Wine Cellars,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,Petit Verdot,,,,,Red
Stags Leap Wine Cellars,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,Cabernet Franc,,,,,Red
Stags Leap Wine Cellars,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,Merlot,Malbec,,,,Red
Stags Leap Wine Cellars,USA,California,Napa County,Napa Valley,,Merlot,Cabernet Sauvignon,,,,,Red
Stags Leap Wine Cellars,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,Merlot,Syrah & Shiraz,,,,Red
ESSER VINEYARDS,USA,California,,,,Chardonnay,,,,,,White
Star Angel by Montes,USA,California,,,,Syrah & Shiraz,Grenache,mourvedre,,,,Red
DuMOL,USA,California,Sonoma County,Russian River Valley,,Syrah & Shiraz,,,,,,Red
Joseph Phelps Vineyards,USA,California,Sonoma County,Sonoma Coast,,Pinot Noir,,,,,,Red
Peter Michael Winery,USA,California,Sonoma County,,,Cabernet Sauvignon,Cabernet Franc,Merlot,Petit Verdot,,,Red
Columbia Crest,USA,Washington State,Columbia Valley,,,Merlot,Etc,,,,,Red
Columbia Crest,USA,Washington State,Columbia Valley,,,Chardonnay,Riesling,,,,,White
Columbia Crest,USA,Washington State,Columbia Valley,,,Cabernet Sauvignon,Etc,,,,,Red
Columbia Crest,USA,Washington State,Columbia Valley,,,Chardonnay,,,,,,White
Two Vines,USA,Washington State,Columbia Valley,,,Cabernet Sauvignon,Etc,,,,,Red
Two Vines,USA,Washington State,Columbia Valley,,,Merlot,,,,,,Red
Two Vines,USA,Washington State,,,,Chardonnay,Etc,,,,,White
Two Vines,USA,Washington State,Columbia Valley,,,Sauvignon blanc,,,,,,White
Two Vines,USA,Washington State,Columbia Valley,,,Riesling,,,,,,White
41 LEcole No 41,USA,Washington State,Columbia Valley,Walla Walla Valley,,Cabernet Sauvignon,Merlot,Malbec,Cabernet Franc,,,Red
41 LEcole No 41,USA,Washington State,,,,Cabernet Sauvignon,,,,,,Red
41 LEcole No 41,USA,Washington State,Columbia Valley,,,Merlot,,,,,,Red
41 LEcole No 41,USA,Washington State,,,,Chardonnay,,,,,,White
41 LEcole No 41,USA,Washington State,Columbia Valley,,,Semillon,Sauvignon blanc,,,,,White
Red Diamond,USA,Washington State,,,,Cabernet Sauvignon,Etc,,,,,Red
Red Diamond,USA,Washington State,,,,Merlot,Etc,,,,,Red
Red Diamond,USA,Washington State,,,,Chardonnay,,,,,,White
Erath Winery,USA,Oregon,Willamette Valley,,,Pinot Noir,,,,,,Red
VILLA DES CRU,France,Bordeaux,SaintEmilion,,,Merlot,Cabernet Sauvignon,Cabernet Franc,,,,Red
VILLA DES CRU,France,Bordeaux,Medoc,,,Merlot,Cabernet Sauvignon,,,,,Red
VILLA DES CRU,France,Bordeaux,,,,Merlot,Cabernet Sauvignon,,,,,Red
Bouchard Pere  Fils,France,Bourgogne,Cote de Nuits,VosneRomanee,,Pinot Noir,,,,,,Red
Bouchard Pere  Fils,France,Bourgogne,Cote de Beaune,Volnay,,Pinot Noir,,,,,,Red
Bouchard Pere  Fils,France,Bourgogne,Cote de Beaune,PulignyMontrachet,,Chardonnay,,,,,,White
Chateau de La Tour,France,Bourgogne,Cote de Beaune,Beaune,,Pinot Noir,,,,,,Red
Chateau de La Tour,France,Bourgogne,Cote de Beaune,Beaune,,Chardonnay,,,,,,White
Chateau de La Tour,France,Bourgogne,,,,Pinot Noir,,,,,,Red
Chateau de La Tour,France,Bourgogne,,,,Chardonnay,,,,,,White
Chateau de La Tour,France,Bourgogne,,,,Pinot Noir,,,,,,Red
Chateau de La Tour,France,Bourgogne,,,,Chardonnay,,,,,,White
domaine Henry Natter,France,Loire,Central Loire,Sancerre,,Sauvignon blanc,,,,,,White
Chateau de La Tour,France,Bourgogne,,,,Pinot Noir,,,,,,Red
Chateau de La Tour,France,Bourgogne,,,,Pinot Noir,,,,,,Sparkling
domaine Henry Natter,France,Loire,Central Loire,Sancerre,,Sauvignon blanc,,,,,,White
domaine Henry Natter,France,Loire,Central Loire,Sancerre,,Pinot Noir,,,,,,Red
Castelli del Grevepesa,Italy,Toscana,Chianti,,,Sangiovese,,,,,,Red
Castelli del Grevepesa,Italy,Toscana,Chianti,,,Sangiovese,,,,,,Red
Eugenie Domaine dEugenie,France,Bourgogne,Cote de Nuits,VosneRomanee,,Pinot Noir,,,,,,Red
Castelli del Grevepesa,Italy,Toscana,Chianti,,,Sangiovese,Merlot,Syrah & Shiraz,,,,Red
William Fevre Domaine William Fevre,France,Bourgogne,Chablis,,,Chardonnay,,,,,,White
William Fevre Domaine William Fevre,France,Bourgogne,Chablis,,,Chardonnay,,,,,,White
William Fevre Domaine William Fevre,France,Bourgogne,Chablis,,,Chardonnay,,,,,,White
Marrenon Cellier de Marrenon,France,Rhone,,,,Syrah & Shiraz,Grenache,,,,,Red
Marrenon Cellier de Marrenon,France,Rhone,Ventoux,,,Grenache,Syrah & Shiraz,,,,,Red
Paul Jaboulet Aine,France,Rhone,Hermitage,,,Syrah & Shiraz,,,,,,Red
Paul Jaboulet Aine,France,Rhone,CrozesHermitage,,,Syrah & Shiraz,,,,,,Red
Weinbach Domaine Weinbach,France,Alsace,,,,Pinot Noir,,,,,,Red
Famille Hugel,France,Alsace,,,,Pinot Noir,,,,,,Red
Famille Hugel,France,Alsace,,,,Pinot Gris,,,,,,White
Henri Bourgeois,France,Loire,Central Loire,Sancerre,,Sauvignon blanc,,,,,,White
Henri Bourgeois,France,Loire,Central Loire,PouillyFume,,Sauvignon blanc,,,,,,White
Henri Bourgeois,France,Loire,,,,Cabernet Franc,,,,,,Red
Henri Bourgeois,France,Loire,,,,Sauvignon blanc,,,,,,White
Henri Bourgeois,France,Loire,,,,Pinot Noir,,,,,,Rose
La Croisade,France,Southern France,Languedoc Roussillon,,,Carignan,,,,,,Red
Biondi Santi,Italy,Toscana,Montalcino,,,Sangiovese,,,,,,Red
Jacopo Biondi Santi,Italy,Toscana,Maremma,,,Sangiovese,,,,,,Red
Canneto,Italy,Toscana,Montepulciano,,,Sangiovese,,,,,,Red
Castello dei Rampolla,Italy,Toscana,Chianti,,,Sangiovese,,,,,,Red
Pianirossi,Italy,Toscana,Maremma,,,Petit Verdot,Montepulciano,Cabernet Sauvignon,,,,Red
Sassoregale Tenuta Sassoregale,Italy,Toscana,Maremma,,,Sangiovese,,,,,,Red
Sassoregale Tenuta Sassoregale,Italy,Toscana,Maremma,,,Merlot,,,,,,Red
Bruno Giacosa,Italy,Piemonte,Alba,,,Barbera,,,,,,Red
Bruno Giacosa,Italy,Piemonte,Alba,,,Dolcetto,,,,,,Red
Cesari,Italy,Veneto,Valpolicella,,,Corvina,Rondinella,Molinara,,,,Red
Cesari,Italy,Veneto,Valpolicella,,,Corvina,Rondinella,Molinara,,,,Red
Cesari,Italy,Veneto,Soave,,,Garganega,Trebbiano,Chardonnay,,,,White
Donnafugata,Italy,Sicilia,,,,Nero d'Avola,Cabernet Sauvignon,,,,,Red
Donnafugata,Italy,Sicilia,,,,Merlot,Nero d'Avola,,,,,Red
Donnafugata,Italy,Sicilia,,,,Syrah & Shiraz,Nero d'Avola,,,,,Red
Donnafugata,Italy,Sicilia,,,,Zibibbo,,,,,,White
Alvaro Palacios,Spain,Bierzo,,,,Mencia,Etc,,,,,Red
Alvaro Palacios,Spain,Rioja,,,,Garnacha,Tempranillo,,,,,Red
Alvaro Palacios,Spain,Rioja,,,,Viura,,,,,,White
VINA MAYOR,Spain,Ribera del Duero,,,,Tempranillo,,,,,,Red
VINA MAYOR,Spain,Toro,,,,Tempranillo,,,,,,Red
VINA MAYOR,Spain,Ribera del Duero,,,,Tempranillo,,,,,,Red
Balthasar Ress,Germany,Rheingau,,,,Riesling,,,,,,White
Balthasar Ress,Germany,Rheingau,,,,Riesling,,,,,,White
Balthasar Ress,Germany,Rheingau,,,,Riesling,,,,,,White
Balthasar Ress,Germany,Rheingau,,,,Riesling,,,,,,White
Fritz Zimmer,Germany,MoselSaarRuwer,,,,Riesling,,,,,,White
Fritz Zimmer,Germany,MoselSaarRuwer,,,,Riesling,,,,,,White
Fritz Zimmer,Germany,MoselSaarRuwer,,,,Riesling,,,,,,White
Fritz Zimmer,Germany,MoselSaarRuwer,,,,Riesling,,,,,,White
Montes Vina Montes,Chile,Rapel Valley,Colchagua Valley,,,Cabernet Sauvignon,Cabernet Franc,Merlot,Petit Verdot,,,Red
Montes Vina Montes,Chile,Rapel Valley,Colchagua Valley,,,Carmenere,Petit Verdot,,,,,Red
Montes Vina Montes,Chile,Rapel Valley,Colchagua Valley,,,Syrah & Shiraz,Cabernet Sauvignon,Viognier,,,,Red
Montes Vina Montes,Chile,Rapel Valley,Colchagua Valley,,,Cabernet Sauvignon,Merlot,,,,,Red
Montes Vina Montes,Chile,Rapel Valley,Colchagua Valley,,,Carmenere,Cabernet Sauvignon,,,,,Red
Montes Vina Montes,Chile,Rapel Valley,Colchagua Valley,,,Merlot,Carmenere,,,,,Red
Montes Vina Montes,Chile,Aconcagua,Casablanca Valley,,,Chardonnay,,,,,,White
Montes Vina Montes,Chile,Rapel Valley,Colchagua Valley,,,Cabernet Sauvignon,Merlot,,,,,Red
Montes Vina Montes,Chile,Aconcagua,Casablanca Valley,,,Sauvignon blanc,,,,,,White
Montes Vina Montes,Chile,Rapel Valley,Colchagua Valley,,,Syrah & Shiraz,Grenache,,,,,Rose
Montes Vina Montes,Chile,Rapel Valley,Colchagua Valley,,,Cabernet Sauvignon,Carmenere,,,,,Red
Montes Vina Montes,Chile,Rapel Valley,Colchagua Valley,,,Carmenere,,,,,,Red
Outer Limits,Chile,Aconcagua,Zapallar,,,Sauvignon blanc,,,,,,White
Dancing Flame,Chile,Rapel Valley,Colchagua Valley,,,Cabernet Sauvignon,Syrah & Shiraz,Petit Verdot,,,,Red
Dancing Flame,Chile,Rapel Valley,Colchagua Valley,,,Merlot,Cabernet Franc,,,,,Red
Dancing Flame,Chile,Maule Valley,,,,Chardonnay,Viognier,,,,,White
Dancing Flame,Chile,Central Valley,,,,Cabernet Sauvignon,,,,,,Red
Dancing Flame,Chile,Central Valley,,,,Merlot,,,,,,Red
Dancing Flame,Chile,Rapel Valley,Colchagua Valley,,,Chardonnay,,,,,,White
Sanama,Chile,Rapel Valley,Cachapoal Valley,,,Chardonnay,,,,,,White
Kaiken Kaiken by Montes,Argentina,Mendoza,,,,Malbec,,,,,,Red
Kaiken Kaiken by Montes,Argentina,Mendoza,,,,Chardonnay,,,,,,White
Kaiken Kaiken by Montes,Argentina,Mendoza,,,,Torrontes,,,,,,White
Kaiken Kaiken by Montes,Argentina,Mendoza,,,,Cabernet Sauvignon,Malbec,,,,,Red
Kaiken Kaiken by Montes,Argentina,Mendoza,,,,Malbec,Cabernet Sauvignon,,,,,Red
Henschke,Australia,South Australia,Barossa Valley,,,Syrah & Shiraz,Cabernet Sauvignon,Merlot,,,,Red
Henschke,Australia,South Australia,Barossa Valley,,,Syrah & Shiraz,Grenache,Viognier,,,,Red
Henschke,Australia,South Australia,Eden Valley,,,Riesling,,,,,,White
John Duval Wines,Australia,South Australia,Barossa Valley,,,Syrah & Shiraz,,,,,,Red
John Duval Wines,Australia,South Australia,Barossa Valley,,,Syrah & Shiraz,Grenache,mourvedre,,,,Red
Yalumba,Australia,South Australia,,,,Syrah & Shiraz,Viognier,,,,,Red
Yalumba,Australia,South Australia,Barossa Valley,,,Cabernet Sauvignon,Syrah & Shiraz,,,,,Red
Yalumba,Australia,South Australia,Barossa Valley,,,Chardonnay,,,,,,White
Kim Crawford,New Zealand,South Island,Marlborough,,,Sauvignon blanc,,,,,,White
PYRAMID VALLEY,New Zealand,South Island,Waipara Valley,,,Pinot Noir,,,,,,Red
PYRAMID VALLEY,New Zealand,South Island,Waipara Valley,,,Chardonnay,,,,,,White
PYRAMID VALLEY,New Zealand,South Island,Marlborough,,,Semillon,Sauvignon blanc,,,,,White
Chateau Treviac,France,Southern France,Languedoc Roussillon,Corbieres,,Syrah & Shiraz,Grenache,,,,,Red
Tresch,France,Bourgogne,,,,Pinot Noir,,,,,,Red
Tresch,France,Rhone,Cotes du Rhone,,,Grenache,Syrah & Shiraz,mourvedre,,,,Red
Tresch,France,Bourgogne,Chablis,,,Chardonnay,,,,,,White
Groupe Val dOrbieu,France,,,,,Merlot,Cabernet Franc,Cabernet Sauvignon,,,,Red
Groupe Val dOrbieu,France,Southern France,Languedoc Roussillon,,,Syrah & Shiraz,Grenache,mourvedre,,,,Red
Groupe Val dOrbieu,France,Bordeaux,Bordeaux Superieur,,,Merlot,Cabernet Franc,Cabernet Sauvignon,,,,Red
Santa Ana  Bodegas Santa Ana,Argentina,Mendoza,,,,Cabernet Sauvignon,,,,,,Red
Santa Ana  Bodegas Santa Ana,Argentina,Mendoza,,,,Cabernet Sauvignon,,,,,,Red
Santa Ana  Bodegas Santa Ana,Argentina,Mendoza,,,,Malbec,,,,,,Red
Santa Ana  Bodegas Santa Ana,Argentina,Mendoza,,,,Torrontes,,,,,,White
Braida Giacomo Bologna Braida,Italy,Piemonte,Asti,,,Barbera,,,,,,Red
Braida Giacomo Bologna Braida,Italy,Piemonte,Asti,,,Barbera,,,,,,Red
Braida Giacomo Bologna Braida,Italy,Piemonte,,,,Brachetto,,,,,,Sparkling
Braida Giacomo Bologna Braida,Italy,Piemonte,Monferrato,,,Barbera,Pinot Noir,Cabernet Sauvignon,Merlot,,,Red
Feudi Feudi di San Gregorio,Italy,Campania,,,,Merlot,,,,,,Red
Feudi Feudi di San Gregorio,Italy,Campania,,,,Aglianico,,,,,,Red
Feudi Feudi di San Gregorio,Italy,Campania,,,,Fiano,,,,,,White
Feudi Feudi di San Gregorio,Italy,Campania,,,,Greco Bianco,,,,,,White
Feudi Feudi di San Gregorio,Italy,Basilicata,,,,Aglianico,,,,,,Red
Feudi Feudi di San Gregorio,Italy,Puglia,Manduria,,,Primitivo,,,,,,Red
TENUTE RUBINO,Italy,Puglia,,,,Negroamaro,Malvasia nera,,,,,Red
TENUTE RUBINO,Italy,Puglia,,,,Chardonnay,Malvasia Bianca,,,,,White
TENUTE RUBINO,Italy,Puglia,,,,Negroamaro,,,,,,Red
CHILLI,Spain,,,,,Garnacha,Tempranillo,,,,,Red
Anecoop,Spain,Valencia,,,,Cabernet Sauvignon,Tempranillo,,,,,Red
Anecoop,Spain,Valencia,,,,Monastrell,Tempranillo,,,,,Red
Anakena,Chile,Rapel Valley,Cachapoal Valley,,,Cabernet Sauvignon,,,,,,Red
Anakena,Chile,Central Valley,,,,Chardonnay,,,,,,White
Vina Aromo,Chile,Maule Valley,,,,Cabernet Sauvignon,,,,,,Red
Vina Aromo,Chile,Central Valley,,,,Sauvignon blanc,,,,,,White
Vina Aromo,Chile,Maule Valley,,,,Merlot,,,,,,Red
Slaur,France,,,,,,,,,,,
Chateau Mont Perat,France,Bordeaux,,,,Merlot,Cabernet Sauvignon,Cabernet Franc,,,,Red
Chateau Saint Poly,France,Bordeaux,SaintEmilion Grand Cru,,,Merlot,Cabernet Franc,Cabernet Sauvignon,,,,Red
Cantine Gemma,Italy,Piemonte,Barolo,,,Nebbiolo,,,,,,Red
Cantine Gemma,Italy,Piemonte,,,,Moscato,,,,,,White
Roberto Voerzio,Italy,Piemonte,Barolo,,,Nebbiolo,,,,,,Red
Vina Almaviva,Chile,Maipo Valley,Puente Alto,,,Cabernet Sauvignon,Carmenere,Cabernet Franc,Petit Verdot,Merlot,,Red
Vina Apaltagua,Chile,Curico Valley,,,,Pinot Noir,,,,,,Red
Vina Apaltagua,Chile,Rapel Valley,Colchagua Valley,,,Carmenere,,,,,,Red
Vina Apaltagua,Chile,Maipo Valley,,,,Cabernet Sauvignon,,,,,,Red
Bartolo Mascarello,Italy,Piemonte,Barolo,,,Nebbiolo,,,,,,Red
Wine Hooligans,USA,California,Monterey County,Monterey,,Chardonnay,Pinot Grigio,,,,,White
Wine Hooligans,USA,California,Monterey County,Monterey,,Merlot,Cabernet Sauvignon,,,,,Red
Hahn Family Wines,USA,California,Central Coast,,,Merlot,Cabernet Sauvignon,,,,,Red
Hahn Family Wines,USA,California,Monterey County,,,Chardonnay,,,,,,White
Hahn Family Wines,USA,California,,,,Cabernet Sauvignon,Merlot,,,,,Red
Hahn Family Wines,USA,California,Central Coast,,,Pinot Noir,,,,,,Red
Hahn Family Wines,USA,California,Central Coast,,,Cabernet Sauvignon,Malbec,Merlot,Petit Verdot,Cabernet Franc,,Red
Sartirano Figli sas,Italy,Piemonte,,,,Moscato,,,,,,White
Chteau Bl Air,France,Bordeaux,Bordeaux Superieur,,,Merlot,Cabernet Franc,,,,,Red
Chteau Bl Air,France,Bordeaux,Fronsac,,,Merlot,Cabernet Franc,,,,,Red
Marques de Monistrol,Spain,Penedes,,,,Macabeo,Xarel.lo,Parellada,,,,Sparkling
Chateau Maillard,France,Bordeaux,Graves,,,Merlot,Cabernet Sauvignon,,,,,Red
Marques de Monistrol,Spain,Penedes,,,,Monastrell,Pinot Noir,,,,,Sparkling
Chateau de lEstang,France,Bordeaux,Castillon Cotes de Bordeaux,,,Merlot,Cabernet Franc,Cabernet Sauvignon,,,,Red
Ch de Tourteyron,France,Bordeaux,Medoc,,,Cabernet Sauvignon,Merlot,Petit Verdot,,,,Red
Chateau dAgassac,France,Bordeaux,HautMedoc,,,Cabernet Sauvignon,Merlot,,,,,Red
Antunes Matthieu,France,Bourgogne,Chablis,,,Chardonnay,,,,,,White
Les Vignerons dEstezargues,France,Rhone,Cotes du Rhone,,,Syrah & Shiraz,Grenache,,,,,Red
Les Vignerons dEstezargues,France,Rhone,Cotes du Rhone,,,Grenache,,,,,,Red
Cantina Zaccagnini,Italy,Abruzzo,,,,Trebbiano,Chardonnay,,,,,White
Marchesi di Barolo,Italy,Piemonte,Alba,,,Dolcetto,,,,,,Red
Marchesi di Barolo,Italy,Piemonte,Alba,,,Barbera,Nebbiolo,,,,,Red
Marchesi di Barolo,Italy,Piemonte,Alba,,,Nebbiolo,,,,,,Red
Col dOrcia,Italy,Toscana,Montalcino,,,Pinot Grigio,,,,,,White
Col dOrcia,Italy,Toscana,Chianti,,,Sangiovese,Etc,,,,,Red
Col dOrcia,Italy,Toscana,Montalcino,,,Sangiovese Grosso,,,,,,Red
Kressmann CVBG,France,Bordeaux,SaintEmilion,,,Merlot,Cabernet Franc,,,,,Red
Col dOrcia,Italy,Toscana,Montalcino,,,Brunello,,,,,,Red
Col dOrcia,Italy,Toscana,Montalcino,,,Brunello,,,,,,Hard
San Jose de Apalta,Chile,Rapel Valley,,,,Cabernet Sauvignon,Merlot,Syrah & Shiraz,,,,Red
Luis Felipe Edwards,Chile,Maule Valley,,,,Carignan,,,,,,Red
Domaine Laroche,France,Southern France,Languedoc Roussillon,,,Viognier,,,,,,White
Luis Felipe Edwards,Chile,Rapel Valley,Colchagua Valley,,,Petite Sirah,Cabernet Sauvignon,Syrah & Shiraz,Carmenere,Malbec,,Red
Luis Felipe Edwards,Chile,Central Valley,,,,Cabernet Sauvignon,,,,,,Red
Luis Felipe Edwards,Chile,Central Valley,,,,Merlot,,,,,,Red
Luis Felipe Edwards,Chile,Central Valley,,,,Chardonnay,,,,,,White
Finca Flichman,Argentina,Mendoza,,,,Malbec,,,,,,Red
Finca Flichman,Argentina,Mendoza,,,,Cabernet Sauvignon,,,,,,Red
Finca Flichman,Argentina,Mendoza,,,,Cabernet Sauvignon,,,,,,Red
Finca Flichman,Argentina,Mendoza,,,,Malbec,,,,,,Red
Finca Flichman,Argentina,Mendoza,,,,Syrah & Shiraz,,,,,,Red
Finca Flichman,Argentina,Mendoza,,,,Chardonnay,,,,,,White
Parker Coonawarra Estate,Australia,South Australia,Coonawarra,,,Cabernet Sauvignon,Merlot,,,,,Red
Parker Coonawarra Estate,Australia,South Australia,Coonawarra,,,Syrah & Shiraz,,,,,,Red
Parker Coonawarra Estate,Australia,South Australia,Coonawarra,,,Chardonnay,,,,,,White
Antonin GuyonDomaine Antonin Guyon,France,Bourgogne,Cote de Nuits,Bourgogne Hautes Cotes de Nuits,,Pinot Noir,,,,,,Red
Domaine Parent,France,Bourgogne,Cote de Beaune,Pommard,,Pinot Noir,,,,,,Red
Domaine Parent,France,Bourgogne,Cote de Beaune,Pommard,,Chardonnay,,,,,,White
Chateau Moulin de la Gravette,France,Bordeaux,,,,Bordeaux Blend Red,,,,,,Red
Podernovo,Italy,Toscana,,,,Sangiovese,,,,,,Red
Podernovo,Italy,Toscana,,,,Sangiovese,,,,,,Red
Chateau Piquaud,France,Bordeaux,,,,,,,,,,
Bersano Vini,Italy,Piemonte,Asti,,,Barbera,,,,,,Red
Flip Flop,USA,California,,,,Chardonnay,,,,,,White
